slno,Date,HS Code,Product Description,Consignee Name,Shipper Name,Consignee Address 1 ,Consignee Address 2,Shipper Address1 ,Shipper Address 2 ,Standard Qty,Standard Unit,Standard Unit Rate $,Tax %,Estimated CIF Value $,Unit Rate $,Port of Destination,Country of Origin,QTY,Unit,Rate In FC,Rate Currency,Tax $,Landed Value $,Month,HS2,HS4,Consignee City,Consignee Pincode,Consignee State,Consignee Phone,Consignee E-mail,Contact Person,Shipper City,Shipper Country,Notify Party,BL TYP,Shipment Mode,Port Of Origin,HS Description,Raw Consignee Name,Raw Shipper Name,Raw Consignee Add1,Raw Consignee Add2,Raw Shipper Address1,Raw Shipper Address2,Raw Consignee City,Raw Consignee Pincode,Raw Consignee State,Raw Consignee Phone,Raw Consignee E-mail,Record Id
229,17-06-2023,90021100,16481892 XF1.4X TC WR  LENS FOR FUJIFILM DIGITAL CAMERA,FUJIFILM INDIA PRIVATE LIMITED,FUJIFILM CORPORATION,"BUSINESS CENTRE OFF NO 521 LEVEL V ,CADDIE COMMC TOWER HOSPITALITY DISAEROCITY IGI AIRPORT,",NA,"26-30 NASHIAZABU,2 CHOME MINATO -KUTOKYO (JAPAN)SDNF",NA,2,NOS,237.985,18.00010066,475.97,237.99,Bombay Air,Japan,2,PCS,20043,INR,85.67,561.64,Jun-2023,90,9002,NEW DELHI,110037,DELHI,NA,amit.kumar@fujifilm.com,MASAKI  ZENKO,NA,NA,NA,HC,Air,Not Available,"LENSES, PRISMS, MIRRORS AND OTHER OPTICAL ELEMENTS, OF ANY MATERIAL, MOUNTED, BEING PARTS OF OR FITTINGS FOR INSTRUMENTS OR APPARATUS, OTHER THAN SUCH ELEMENTS OF GLASS NOT OPTICALLY WORKED",FUJIFILM INDIA PRIVATE LIMITED,FUJIFILM CORPORATION,"BUSINESS CENTRE OFF NO 521 LEVEL V ,CADDIE COMMC TOWER HOSPITALITY DISAEROCITY IGI AIRPORT,",NA,"26-30 NASHIAZABU,2 CHOME MINATO -KUTOKYO (JAPAN)SDNF",NA,NEW DELHI,110037,DELHI,NA,amit.kumar@fujifilm.com,42202265
230,17-06-2023,90021100,5564C003AA RF-S18-150mm F3.5-6.3 IS STM Lens,CANON INDIA PRIVATE LIMITED,CANON SINGAPORE PTE LTD,"UNIT NO. 214-218 2ND FLR,NARAIN MA NZIL, B.K. ROAD, C.P.",NA,"(SUPPLY CHAIN MGMT DIVISION) 1,FUSIONOPOLIS PLACE, #15-10 GALAXIS, Singapore - 138522, SINGAPORE, Singapo  Singapore",NA,12,NOS,313.829,30.97999935,3765.95,313.83,Delhi Air,Japan,12,NOS,25812,INR,1166.69,4932.64,Jun-2023,90,9002,Delhi,110001,DELHI,919990253928,ciplinbound@canon.co.in,KAZUTADA KOBAYASHI                 ,NA,NA,NA,HC,Air,Not Available,"LENSES, PRISMS, MIRRORS AND OTHER OPTICAL ELEMENTS, OF ANY MATERIAL, MOUNTED, BEING PARTS OF OR FITTINGS FOR INSTRUMENTS OR APPARATUS, OTHER THAN SUCH ELEMENTS OF GLASS NOT OPTICALLY WORKED",CANON INDIA PRIVATE LIMITED,CANON SINGAPORE PTE LTD,"UNIT NO. 214-218 2ND FLR,NARAIN MA NZIL, B.K. ROAD, C.P.",NA,"(SUPPLY CHAIN MGMT DIVISION) 1,FUSIONOPOLIS PLACE, #15-10 GALAXIS, Singapore - 138522, SINGAPORE, Singapo  Singapore",NA,Delhi,110001,DELHI,919990253928,ciplinbound@canon.co.in,42859815
231,17-06-2023,90021100,16586343 FUJINON LENS F XF200MMF2 R LM OIS WR 1.4XTC  LENSFOR FUJIFILM DIGITAL CAMERA,FUJIFILM INDIA PRIVATE LIMITED,FUJIFILM CORPORATION,"BUSINESS CENTRE OFF NO 521 LEVEL V ,CADDIE COMMC TOWER HOSPITALITY DISAEROCITY IGI AIRPORT,",NA,"26-30 NASHIAZABU,2 CHOME MINATO -KUTOKYO (JAPAN)SDNF",NA,1,NOS,2946.95,18.00000734,2946.95,2946.95,Bombay Air,Japan,1,PCS,243719,INR,520.88,3467.83,Jun-2023,90,9002,NEW DELHI,110037,DELHI,NA,amit.kumar@fujifilm.com,MASAKI  ZENKO,NA,NA,NA,HC,Air,Not Available,"LENSES, PRISMS, MIRRORS AND OTHER OPTICAL ELEMENTS, OF ANY MATERIAL, MOUNTED, BEING PARTS OF OR FITTINGS FOR INSTRUMENTS OR APPARATUS, OTHER THAN SUCH ELEMENTS OF GLASS NOT OPTICALLY WORKED",FUJIFILM INDIA PRIVATE LIMITED,FUJIFILM CORPORATION,"BUSINESS CENTRE OFF NO 521 LEVEL V ,CADDIE COMMC TOWER HOSPITALITY DISAEROCITY IGI AIRPORT,",NA,"26-30 NASHIAZABU,2 CHOME MINATO -KUTOKYO (JAPAN)SDNF",NA,NEW DELHI,110037,DELHI,NA,amit.kumar@fujifilm.com,42202263
232,17-06-2023,90021100,16536661 FUJINON LENS GF120MMF4 R LM OIS WR  LENS FOR FUJIFILM DIGITAL CAMERA,FUJIFILM INDIA PRIVATE LIMITED,FUJIFILM CORPORATION,"BUSINESS CENTRE OFF NO 521 LEVEL V ,CADDIE COMMC TOWER HOSPITALITY DISAEROCITY IGI AIRPORT,",NA,"26-30 NASHIAZABU,2 CHOME MINATO -KUTOKYO (JAPAN)SDNF",NA,2,NOS,1458.62,18.0000117,2917.24,1458.62,Bombay Air,Japan,2,PCS,120631,INR,515.64,3432.88,Jun-2023,90,9002,NEW DELHI,110037,DELHI,NA,amit.kumar@fujifilm.com,MASAKI  ZENKO,NA,NA,NA,HC,Air,Not Available,"LENSES, PRISMS, MIRRORS AND OTHER OPTICAL ELEMENTS, OF ANY MATERIAL, MOUNTED, BEING PARTS OF OR FITTINGS FOR INSTRUMENTS OR APPARATUS, OTHER THAN SUCH ELEMENTS OF GLASS NOT OPTICALLY WORKED",FUJIFILM INDIA PRIVATE LIMITED,FUJIFILM CORPORATION,"BUSINESS CENTRE OFF NO 521 LEVEL V ,CADDIE COMMC TOWER HOSPITALITY DISAEROCITY IGI AIRPORT,",NA,"26-30 NASHIAZABU,2 CHOME MINATO -KUTOKYO (JAPAN)SDNF",NA,NEW DELHI,110037,DELHI,NA,amit.kumar@fujifilm.com,42202269
233,17-06-2023,90021100,16580131 FUJINON MKX18-55MMT2.9   SPARE PARTS / ACCESSORIES / COMPONENT  FOR DIGITAL CAMERA,FUJIFILM INDIA PRIVATE LIMITED,FUJIFILM CORPORATION,"BUSINESS CENTRE OFF NO 521 LEVEL V ,CADDIE COMMC TOWER HOSPITALITY DISAEROCITY IGI AIRPORT,",NA,"26-30 NASHIAZABU,2 CHOME MINATO -KUTOKYO (JAPAN)SDNF",NA,1,NOS,2161.36,17.99997554,2161.36,2161.36,Bombay Air,Japan,1,PCS,178749,INR,382.03,2543.39,Jun-2023,90,9002,NEW DELHI,110037,DELHI,NA,amit.kumar@fujifilm.com,MASAKI  ZENKO,NA,NA,NA,HC,Air,Not Available,"LENSES, PRISMS, MIRRORS AND OTHER OPTICAL ELEMENTS, OF ANY MATERIAL, MOUNTED, BEING PARTS OF OR FITTINGS FOR INSTRUMENTS OR APPARATUS, OTHER THAN SUCH ELEMENTS OF GLASS NOT OPTICALLY WORKED",FUJIFILM INDIA PRIVATE LIMITED,FUJIFILM CORPORATION,"BUSINESS CENTRE OFF NO 521 LEVEL V ,CADDIE COMMC TOWER HOSPITALITY DISAEROCITY IGI AIRPORT,",NA,"26-30 NASHIAZABU,2 CHOME MINATO -KUTOKYO (JAPAN)SDNF",NA,NEW DELHI,110037,DELHI,NA,amit.kumar@fujifilm.com,42202266
234,17-06-2023,85258900,LEICA K3C 11547114 [6.3 MP COLOR CAMERA]  SPARE PARTS / ACCESSORIES / COMPONENT  FORMICROSCOPE,DHR HOLDING INDIA PRIVATE LIMITED,LEICA MIKROSYSTEME VERTRIEB GMBH -DSA,"UNIT NO 325 TO 328 DLF TOWERS,SHIV AJI MARG",NA,ERNST-LEITZ-STRASSE 17-3735578 WETZLAR / DUETSCHLAND  DE,NA,1,NOS,1755.89,30.98003797,1755.89,1755.89,Bombay Air,China,1,NOS,1584,EUR,534.16,2290.05,Jun-2023,85,8525,DELHI,110015,DELHI,NA,amit.jain@danaher.com,JAI SHANKAR KRISHNAN               ,NA,NA,NA,HC,Air,Not Available,"Transmission apparatus for radio-telephony, radio-telegraph, radio-broadcasting or television, whether or not incorporating reception apparatus or sound recording or reproducing apparatus; Television cameras; still-mage video cameras and other video camer",DHR HOLDING INDIA PRIVATE LIMITED,LEICA MIKROSYSTEME VERTRIEB GMBH-DSA,"UNIT NO 325 TO 328 DLF TOWERS,SHIV AJI MARG",NA,ERNST-LEITZ-STRABE 17-37 35578 WETZLAR GERMANY  GERMANY,NA,DELHI,110015,DELHI,NA,amit.jain@danaher.com,42390758
235,17-06-2023,85258900,LEICA K3C 11547114 [6.3 MP COLOR CAMERA]  SPARE PARTS / ACCESSORIES / COMPONENT  FORMICROSCOPE,DHR HOLDING INDIA PRIVATE LIMITED,LEICA MIKROSYSTEME VERTRIEB GMBH -DSA,"UNIT NO 325 TO 328 DLF TOWERS,SHIV AJI MARG",NA,ERNST-LEITZ-STRASSE 17-3735578 WETZLAR / DUETSCHLAND  DE,NA,1,NOS,1769.43,30.98003323,1769.43,1769.43,Bombay Air,China,1,NOS,1584,EUR,538.28,2307.71,Jun-2023,85,8525,DELHI,110015,DELHI,NA,amit.jain@danaher.com,JAI SHANKAR KRISHNAN               ,NA,NA,NA,HC,Air,Not Available,"Transmission apparatus for radio-telephony, radio-telegraph, radio-broadcasting or television, whether or not incorporating reception apparatus or sound recording or reproducing apparatus; Television cameras; still-mage video cameras and other video camer",DHR HOLDING INDIA PRIVATE LIMITED,LEICA MIKROSYSTEME VERTRIEB GMBH-DSA,"UNIT NO 325 TO 328 DLF TOWERS,SHIV AJI MARG",NA,ERNST-LEITZ-STRABE 17-37 35578 WETZLAR GERMANY  GERMANY,NA,DELHI,110015,DELHI,NA,amit.jain@danaher.com,41964857
236,17-06-2023,90021100,16240755 F XF35MMF1.4 R  SPARE PARTS / ACCESSORIES / COMPONENT  FOR DIGITAL CAMERA,FUJIFILM INDIA PRIVATE LIMITED,FUJIFILM CORPORATION,"BUSINESS CENTRE OFF NO 521 LEVEL V ,CADDIE COMMC TOWER HOSPITALITY DISAEROCITY IGI AIRPORT,",NA,"26-30 NASHIAZABU,2 CHOME MINATO -KUTOKYO (JAPAN)SDNF",NA,5,NOS,323.438,17.99997147,1617.19,323.44,Bombay Air,Japan,5,PCS,26749,INR,285.85,1903.04,Jun-2023,90,9002,NEW DELHI,110037,DELHI,NA,amit.kumar@fujifilm.com,MASAKI  ZENKO,NA,NA,NA,HC,Air,Not Available,"LENSES, PRISMS, MIRRORS AND OTHER OPTICAL ELEMENTS, OF ANY MATERIAL, MOUNTED, BEING PARTS OF OR FITTINGS FOR INSTRUMENTS OR APPARATUS, OTHER THAN SUCH ELEMENTS OF GLASS NOT OPTICALLY WORKED",FUJIFILM INDIA PRIVATE LIMITED,FUJIFILM CORPORATION,"BUSINESS CENTRE OFF NO 521 LEVEL V ,CADDIE COMMC TOWER HOSPITALITY DISAEROCITY IGI AIRPORT,",NA,"26-30 NASHIAZABU,2 CHOME MINATO -KUTOKYO (JAPAN)SDNF",NA,NEW DELHI,110037,DELHI,NA,amit.kumar@fujifilm.com,42202270
237,17-06-2023,90021100,16664339 FUJINON LENS F XF50MMF1.0 R WR  LENS FOR FUJIFILMDIGITAL CAMERA,FUJIFILM INDIA PRIVATE LIMITED,FUJIFILM CORPORATION,"BUSINESS CENTRE OFF NO 521 LEVEL V ,CADDIE COMMC TOWER HOSPITALITY DISAEROCITY IGI AIRPORT,",NA,"26-30 NASHIAZABU,2 CHOME MINATO -KUTOKYO (JAPAN)SDNF",NA,1,NOS,795.34,17.99998012,795.34,795.34,Bombay Air,Japan,1,PCS,66984,INR,143.16,938.5,Jun-2023,90,9002,NEW DELHI,110037,DELHI,NA,amit.kumar@fujifilm.com,MASAKI  ZENKO,NA,NA,NA,HC,Air,Not Available,"LENSES, PRISMS, MIRRORS AND OTHER OPTICAL ELEMENTS, OF ANY MATERIAL, MOUNTED, BEING PARTS OF OR FITTINGS FOR INSTRUMENTS OR APPARATUS, OTHER THAN SUCH ELEMENTS OF GLASS NOT OPTICALLY WORKED",FUJIFILM INDIA PRIVATE LIMITED,FUJIFILM CORPORATION,"BUSINESS CENTRE OFF NO 521 LEVEL V ,CADDIE COMMC TOWER HOSPITALITY DISAEROCITY IGI AIRPORT,",NA,"26-30 NASHIAZABU,2 CHOME MINATO -KUTOKYO (JAPAN)SDNF",NA,NEW DELHI,110037,DELHI,NA,amit.kumar@fujifilm.com,42202271
238,17-06-2023,85258900,16674011 FUJIFILM DIGITAL CAMERA F GFX100S BIS LIC NO:R-41204595,FUJIFILM INDIA PRIVATE LIMITED,FUJIFILM CORPORATION,"BUSINESS CENTRE OFF NO 521 LEVEL V ,CADDIE COMMC TOWER HOSPITALITY DISAEROCITY IGI AIRPORT,",NA,"26-30 NASHIAZABU,2 CHOME MINATO -KUTOKYO (JAPAN)SDNF",NA,2,NOS,2972.215,18.00000323,5944.43,2972.22,Bombay Air,Japan,2,PCS,245808,INR,1070,7014.43,Jun-2023,85,8525,NEW DELHI,110037,DELHI,NA,amit.kumar@fujifilm.com,MASAKI  ZENKO,NA,NA,NA,HC,Air,Not Available,"Transmission apparatus for radio-telephony, radio-telegraph, radio-broadcasting or television, whether or not incorporating reception apparatus or sound recording or reproducing apparatus; Television cameras; still-mage video cameras and other video camer",FUJIFILM INDIA PRIVATE LIMITED,FUJIFILM CORPORATION,"BUSINESS CENTRE OFF NO 521 LEVEL V ,CADDIE COMMC TOWER HOSPITALITY DISAEROCITY IGI AIRPORT,",NA,"26-30 NASHIAZABU,2 CHOME MINATO -KUTOKYO (JAPAN)SDNF",NA,NEW DELHI,110037,DELHI,NA,amit.kumar@fujifilm.com,42202268
239,17-06-2023,90021100,16664339 FUJINON LENS F XF50MMF1.0 R WR LENS FOR FUJIFILMDIGITAL CAMERA,FUJIFILM INDIA PRIVATE LIMITED,FUJIFILM CORPORATION,"BUSINESS CENTRE OFF NO 521 LEVEL V ,CADDIE COMMC TOWER HOSPITALITY DISAEROCITY IGI AIRPORT,",NA,"26-30, NISHIAZABU 2-CHOME MINATO-KUTOKYO 106-8620, JAPAN ",NA,2,NOS,809.94,17.99997878,1619.88,809.94,Bombay Air,Japan,2,PCS,66984,INR,286.33,1906.21,Jun-2023,90,9002,NEW DELHI,110037,DELHI,NA,amit.kumar@fujifilm.com,MASAKI  ZENKO,NA,NA,NA,HC,Air,Not Available,"LENSES, PRISMS, MIRRORS AND OTHER OPTICAL ELEMENTS, OF ANY MATERIAL, MOUNTED, BEING PARTS OF OR FITTINGS FOR INSTRUMENTS OR APPARATUS, OTHER THAN SUCH ELEMENTS OF GLASS NOT OPTICALLY WORKED",FUJIFILM INDIA PRIVATE LIMITED,FUJIFILM CORPORATION,"BUSINESS CENTRE OFF NO 521 LEVEL V ,CADDIE COMMC TOWER HOSPITALITY DISAEROCITY IGI AIRPORT,",NA,"26-30,NISHIAZABU 2-CHOME MINATO-KUTOKYO 106-8620 JAPAN  JAPAN",NA,NEW DELHI,110037,DELHI,NA,amit.kumar@fujifilm.com,42202261
240,17-06-2023,90021100,16559168 FUJINON LENS XF80MMF2.8 R LM OIS WR  LENS FOR FUJIFILM DIGITAL CAMERA,FUJIFILM INDIA PRIVATE LIMITED,FUJIFILM CORPORATION,"BUSINESS CENTRE OFF NO 521 LEVEL V ,CADDIE COMMC TOWER HOSPITALITY DISAEROCITY IGI AIRPORT,",NA,"26-30 NASHIAZABU,2 CHOME MINATO -KUTOKYO (JAPAN)SDNF",NA,1,NOS,636.1,17.99996364,636.1,636.1,Bombay Air,Japan,1,PCS,53573,INR,114.5,750.6,Jun-2023,90,9002,NEW DELHI,110037,DELHI,NA,amit.kumar@fujifilm.com,MASAKI  ZENKO,NA,NA,NA,HC,Air,Not Available,"LENSES, PRISMS, MIRRORS AND OTHER OPTICAL ELEMENTS, OF ANY MATERIAL, MOUNTED, BEING PARTS OF OR FITTINGS FOR INSTRUMENTS OR APPARATUS, OTHER THAN SUCH ELEMENTS OF GLASS NOT OPTICALLY WORKED",FUJIFILM INDIA PRIVATE LIMITED,FUJIFILM CORPORATION,"BUSINESS CENTRE OFF NO 521 LEVEL V ,CADDIE COMMC TOWER HOSPITALITY DISAEROCITY IGI AIRPORT,",NA,"26-30 NASHIAZABU,2 CHOME MINATO -KUTOKYO (JAPAN)SDNF",NA,NEW DELHI,110037,DELHI,NA,amit.kumar@fujifilm.com,42202272
241,17-06-2023,85258900,16642965 FUJIFILM DIGITAL CAMERA X100V SILVER BIS LIC NO:R-41204595,FUJIFILM INDIA PRIVATE LIMITED,FUJIFILM CORPORATION,"BUSINESS CENTRE OFF NO 521 LEVEL V ,CADDIE COMMC TOWER HOSPITALITY DISAEROCITY IGI AIRPORT,",NA,"26-30 NASHIAZABU,2 CHOME MINATO -KUTOKYO (JAPAN)SDNF",NA,4,NOS,692.825,18.00001778,2771.3,692.83,Bombay Air,Japan,4,PCS,57298,INR,489.84,3261.14,Jun-2023,85,8525,NEW DELHI,110037,DELHI,NA,amit.kumar@fujifilm.com,MASAKI  ZENKO,NA,NA,NA,HC,Air,Not Available,"Transmission apparatus for radio-telephony, radio-telegraph, radio-broadcasting or television, whether or not incorporating reception apparatus or sound recording or reproducing apparatus; Television cameras; still-mage video cameras and other video camer",FUJIFILM INDIA PRIVATE LIMITED,FUJIFILM CORPORATION,"BUSINESS CENTRE OFF NO 521 LEVEL V ,CADDIE COMMC TOWER HOSPITALITY DISAEROCITY IGI AIRPORT,",NA,"26-30 NASHIAZABU,2 CHOME MINATO -KUTOKYO (JAPAN)SDNF",NA,NEW DELHI,110037,DELHI,NA,amit.kumar@fujifilm.com,42202267
242,17-06-2023,90021100,16240755 F XF35MMF1.4R   SPARE PARTS / ACCESSORIES / COMPONENT  FOR DIGITAL CAMERA,FUJIFILM INDIA PRIVATE LIMITED,FUJIFILM CORPORATION,"BUSINESS CENTRE OFF NO 521 LEVEL V ,CADDIE COMMC TOWER HOSPITALITY DISAEROCITY IGI AIRPORT,",NA,"26-30, NISHIAZABU 2-CHOME MINATO-KUTOKYO 106-8620, JAPAN ",NA,5,NOS,323.438,17.99997147,1617.19,323.44,Bombay Air,Japan,5,PCS,26749,INR,285.85,1903.04,Jun-2023,90,9002,NEW DELHI,110037,DELHI,NA,amit.kumar@fujifilm.com,MASAKI  ZENKO,NA,NA,NA,HC,Air,Not Available,"LENSES, PRISMS, MIRRORS AND OTHER OPTICAL ELEMENTS, OF ANY MATERIAL, MOUNTED, BEING PARTS OF OR FITTINGS FOR INSTRUMENTS OR APPARATUS, OTHER THAN SUCH ELEMENTS OF GLASS NOT OPTICALLY WORKED",FUJIFILM INDIA PRIVATE LIMITED,FUJIFILM CORPORATION,"BUSINESS CENTRE OFF NO 521 LEVEL V ,CADDIE COMMC TOWER HOSPITALITY DISAEROCITY IGI AIRPORT,",NA,"26-30,NISHIAZABU 2-CHOME MINATO-KUTOKYO 106-8620 JAPAN  JAPAN",NA,NEW DELHI,110037,DELHI,NA,amit.kumar@fujifilm.com,42202260
243,17-06-2023,90021100,16443060F XF50-140MMF2.8 R LM OIS WR SPARE PARTS / ACCESSORIES / COMPONENT  FOR DIGITALCAMERA,FUJIFILM INDIA PRIVATE LIMITED,FUJIFILM CORPORATION,"BUSINESS CENTRE OFF NO 521 LEVEL V ,CADDIE COMMC TOWER HOSPITALITY DISAEROCITY IGI AIRPORT,",NA,"26-30 NASHIAZABU,2 CHOME MINATO -KUTOKYO (JAPAN)SDNF",NA,4,NOS,864.005,18.00000049,3456.02,864.01,Bombay Air,Japan,4,PCS,71455,INR,610.86,4066.88,Jun-2023,90,9002,NEW DELHI,110037,DELHI,NA,amit.kumar@fujifilm.com,MASAKI  ZENKO,NA,NA,NA,HC,Air,Not Available,"LENSES, PRISMS, MIRRORS AND OTHER OPTICAL ELEMENTS, OF ANY MATERIAL, MOUNTED, BEING PARTS OF OR FITTINGS FOR INSTRUMENTS OR APPARATUS, OTHER THAN SUCH ELEMENTS OF GLASS NOT OPTICALLY WORKED",FUJIFILM INDIA PRIVATE LIMITED,FUJIFILM CORPORATION,"BUSINESS CENTRE OFF NO 521 LEVEL V ,CADDIE COMMC TOWER HOSPITALITY DISAEROCITY IGI AIRPORT,",NA,"26-30 NASHIAZABU,2 CHOME MINATO -KUTOKYO (JAPAN)SDNF",NA,NEW DELHI,110037,DELHI,NA,amit.kumar@fujifilm.com,42202273
244,17-06-2023,90021100,16443060 F XF50-140MMF2.8 R LM OIS WR   SPARE PARTS / ACCESSORIES / COMPONENT  FOR DIGITAL CAMERA,FUJIFILM INDIA PRIVATE LIMITED,FUJIFILM CORPORATION,"BUSINESS CENTRE OFF NO 521 LEVEL V ,CADDIE COMMC TOWER HOSPITALITY DISAEROCITY IGI AIRPORT,",NA,"26-30 NASHIAZABU,2 CHOME MINATO -KUTOKYO (JAPAN)SDNF",NA,4,NOS,864.005,18.00000049,3456.02,864.01,Bombay Air,Japan,4,PCS,71455,INR,610.86,4066.88,Jun-2023,90,9002,NEW DELHI,110037,DELHI,NA,amit.kumar@fujifilm.com,MASAKI  ZENKO,NA,NA,NA,HC,Air,Not Available,"LENSES, PRISMS, MIRRORS AND OTHER OPTICAL ELEMENTS, OF ANY MATERIAL, MOUNTED, BEING PARTS OF OR FITTINGS FOR INSTRUMENTS OR APPARATUS, OTHER THAN SUCH ELEMENTS OF GLASS NOT OPTICALLY WORKED",FUJIFILM INDIA PRIVATE LIMITED,FUJIFILM CORPORATION,"BUSINESS CENTRE OFF NO 521 LEVEL V ,CADDIE COMMC TOWER HOSPITALITY DISAEROCITY IGI AIRPORT,",NA,"26-30 NASHIAZABU,2 CHOME MINATO -KUTOKYO (JAPAN)SDNF",NA,NEW DELHI,110037,DELHI,NA,amit.kumar@fujifilm.com,42202264
245,17-06-2023,85258900,6052C015AA EOS R100 RF-S18-45mm IS STM DS126891ETA SD-20230201293BIS R-41186600,CANON INDIA PRIVATE LIMITED,CANON SINGAPORE PTE LTD,"UNIT NO. 214-218 2ND FLR,NARAIN MA NZIL, B.K. ROAD, C.P.",NA,"(SUPPLY CHAIN MGMT DIVISION) 1,FUSIONOPOLIS PLACE, #15-10 GALAXIS, Singapore - 138522, SINGAPORE, Singapo  Singapore",NA,210,NOS,378.974,18.00000001,79584.45,378.97,Delhi Air,Japan,210,NOS,31170,INR,14325.2,93909.65,Jun-2023,85,8525,Delhi,110001,DELHI,919990253928,ciplinbound@canon.co.in,KAZUTADA KOBAYASHI                 ,NA,NA,NA,HC,Air,Not Available,"Transmission apparatus for radio-telephony, radio-telegraph, radio-broadcasting or television, whether or not incorporating reception apparatus or sound recording or reproducing apparatus; Television cameras; still-mage video cameras and other video camer",CANON INDIA PRIVATE LIMITED,CANON SINGAPORE PTE LTD,"UNIT NO. 214-218 2ND FLR,NARAIN MA NZIL, B.K. ROAD, C.P.",NA,"(SUPPLY CHAIN MGMT DIVISION) 1,FUSIONOPOLIS PLACE, #15-10 GALAXIS, Singapore - 138522, SINGAPORE, Singapo  Singapore",NA,Delhi,110001,DELHI,919990253928,ciplinbound@canon.co.in,42859814
246,17-06-2023,90021100,16766802 UA107X8.4BESM-T45 FUJINON TV LENS FUJIFILM TV LENS,FUJIFILM INDIA PRIVATE LIMITED,FUJIFILM CORPORATION,"BUSINESS CENTRE OFF NO 521 LEVEL V ,CADDIE COMMC TOWER HOSPITALITY DISAEROCITY IGI AIRPORT,",NA,"26-30, NISHIAZABU 2-CHOME MINATO-KUTOKYO 106-8620, JAPAN ",NA,2,NOS,31934.125,17.9999995,63868.25,31934.13,Delhi Air,Japan,2,PCS,31635,USD,11496.28,75364.53,Jun-2023,90,9002,NEW DELHI,110037,DELHI,NA,amit.kumar@fujifilm.com,MASAKI  ZENKO,NA,NA,NA,HC,Air,Not Available,"LENSES, PRISMS, MIRRORS AND OTHER OPTICAL ELEMENTS, OF ANY MATERIAL, MOUNTED, BEING PARTS OF OR FITTINGS FOR INSTRUMENTS OR APPARATUS, OTHER THAN SUCH ELEMENTS OF GLASS NOT OPTICALLY WORKED",FUJIFILM INDIA PRIVATE LIMITED,FUJIFILM CORPORATION,"BUSINESS CENTRE OFF NO 521 LEVEL V ,CADDIE COMMC TOWER HOSPITALITY DISAEROCITY IGI AIRPORT,",NA,"26-30, NISHIAZABU 2-CHOMEMINATO-KUTOKYO 106-8620, ",NA,NEW DELHI,110037,DELHI,NA,amit.kumar@fujifilm.com,42858640
247,17-06-2023,85258900,LEICA K3C 11547114 [6.3 MP COLOR CAMERA]  SPARE PARTS / ACCESSORIES / COMPONENT  FORMICROSCOPE,DHR HOLDING INDIA PRIVATE LIMITED,LEICA MIKROSYSTEME VERTRIEB GMBH -DSA,"UNIT NO 325 TO 328 DLF TOWERS,SHIV AJI MARG",NA,ERNST-LEITZ-STRASSE 17-3735578 WETZLAR / DUETSCHLAND  DE,NA,1,NOS,1751.46,30.9800088,1751.46,1751.46,Bombay Air,Germany,1,NOS,1584,EUR,532.82,2284.28,Jun-2023,85,8525,DELHI,110015,DELHI,NA,amit.jain@danaher.com,JAI SHANKAR KRISHNAN               ,NA,NA,NA,HC,Air,Not Available,"Transmission apparatus for radio-telephony, radio-telegraph, radio-broadcasting or television, whether or not incorporating reception apparatus or sound recording or reproducing apparatus; Television cameras; still-mage video cameras and other video camer",DHR HOLDING INDIA PRIVATE LIMITED,LEICA MIKROSYSTEME VERTRIEB GMBH -DSA,"UNIT NO 325 TO 328 DLF TOWERS,SHIV AJI MARG",NA,ERNST-LEITZ-STRABE 17-37 35578 WETZLAR  GERMANY,NA,DELHI,110015,DELHI,NA,amit.jain@danaher.com,42493647
248,17-06-2023,85258900,LEICA K3M 11547113 [ SPARE PARTS / ACCESSORIES / COMPONENT  FOR MICROSCOPE],DHR HOLDING INDIA PRIVATE LIMITED,LEICA MIKROSYSTEME VERTRIEB GMBH -DSA,"UNIT NO 325 TO 328 DLF TOWERS,SHIV AJI MARG",NA,ERNST-LEITZ-STRASSE 17-3735578 WETZLAR / DUETSCHLAND  DE,NA,1,NOS,2238.07,30.98002395,2238.07,2238.07,Bombay Air,Germany,1,NOS,2002.5,EUR,680.85,2918.92,Jun-2023,85,8525,DELHI,110015,DELHI,NA,amit.jain@danaher.com,JAI SHANKAR KRISHNAN               ,NA,NA,NA,HC,Air,Not Available,"Transmission apparatus for radio-telephony, radio-telegraph, radio-broadcasting or television, whether or not incorporating reception apparatus or sound recording or reproducing apparatus; Television cameras; still-mage video cameras and other video camer",DHR HOLDING INDIA PRIVATE LIMITED,LEICA MIKROSYSTEME VERTRIEB GMBH -DSA,"UNIT NO 325 TO 328 DLF TOWERS,SHIV AJI MARG",NA,ERNST-LEITZ-STRABE 17-37 35578 WETZLAR  GERMANY,NA,DELHI,110015,DELHI,NA,amit.jain@danaher.com,42493621
